585: 8 15 24 25 28 47
586: 8 15 23 31 43 47  
587: 8 15 21 30 37 47  
588: 8 15 19 41 44 47
589: 8 15 18 22 39 47  
590: 8 15 17 35 36 47  
591: 8 14 24 33 41 47
592: 8 14 23 26 28 47  
593: 8 14 22 25 27 47  
594: 8 14 20 45 46 47
595: 8 13 26 29 41 47  
596: 8 13 25 31 40 47  
597: 8 13 24 32 38 47
598: 8 13 23 36 42 47  
599: 8 13 22 35 44 47  
600: 8 13 20 37 39 47
601: 8 13 19 21 33 47  
602: 8 12 27 29 38 47  
603: 8 12 24 40 46 47
604: 8 12 23 30 35 47  
605: 8 12 21 28 42 47  
606: 8 12 18 36 45 47
607: 8 12 17 31 41 47  
608: 8 12 16 37 43 47  
609: 8 11 27 31 35 47
610: 8 11 26 32 44 47  
611: 8 11 25 42 45 47  
612: 8 11 23 38 41 47
613: 8 11 22 29 46 47  
614: 8 11 20 30 40 47  
615: 8 11 17 33 37 47
616: 8 11 14 18 21 47  
617: 8 10 28 37 44 47  
618: 8 10 24 36 39 47
619: 8 10 23 25 29 47  
620: 8 10 22 42 43 47  
621: 8 10 21 26 27 47
622: 8 10 20 32 34 47  
623: 8 10 18 35 40 47  
624: 8 10 17 30 46 47
625: 8  9 28 38 46 47  
626: 8  9 27 42 44 47  
627: 8  9 26 40 45 47
628: 8  9 24 29 31 47  
629: 8  9 23 34 37 47  
630: 8  9 22 32 36 47
631: 8  9 20 41 43 47  
632: 8  9 17 19 25 47  
633: 7 18 20 25 30 47
634: 7 17 18 27 29 47  
635: 7 16 19 26 29 47  
636: 7 15 23 33 35 47
637: 7 15 21 28 41 47  
638: 7 15 20 43 45 47  
639: 7 14 21 37 40 47
640: 7 14 20 35 44 47  
641: 7 14 19 41 45 47  
642: 7 14 17 32 46 47
643: 7 14 15 27 39 47  
644: 7 13 24 27 28 47  
645: 7 13 23 26 46 47
646: 7 13 22 34 42 47  
647: 7 13 19 37 44 47  
648: 7 13 18 32 36 47
649: 7 13 17 35 45 47  
650: 7 13 14 31 33 47  
651: 7 12 25 33 40 47
652: 7 12 23 29 45 47  
653: 7 12 22 35 46 47  
654: 7 12 21 26 32 47
655: 7 12 19 34 43 47  
656: 7 12 18 38 41 47  
657: 7 11 28 29 32 47
658: 7 11 26 30 33 47  
659: 7 11 25 34 36 47  
660: 7 11 23 43 44 47
661: 7 11 22 31 39 47  
662: 7 11 20 38 42 47  
663: 7 10 27 36 42 47
664: 7 10 24 25 43 47  
665: 7 10 23 37 38 47  
666: 7 10 22 30 40 47
667: 7 10 20 39 46 47  
668: 7 10 18 19 21 47  
669: 7 10 17 33 41 47
670: 7 10 16 32 44 47  
671: 7  9 30 31 41 47  
672: 7  9 28 37 39 47
673: 7  9 27 33 43 47  
674: 7  9 25 35 42 47  
675: 7  9 24 40 44 47
676: 7  9 20 29 36 47  
677: 7  9 18 34 45 47  
678: 7  9 15 32 38 47
679: 7  9 10 11 14 47  
680: 7  8 27 32 37 47  
681: 7  8 25 41 46 47
682: 7  8 22 24 26 47  
683: 7  8 21 44 45 47  
684: 7  8 19 39 40 47
685: 7  8 17 38 43 47  
686: 7  8 16 31 36 47  
687: 7  8 15 29 34 47
688: 7  8 14 30 42 47  
689: 7  8 10 12 13 47  
690: 6 16 18 29 33 47
691: 6 16 17 19 23 47  
692: 6 15 20 23 25 47  
693: 6 15 16 22 28 47
694: 6 14 24 27 29 47  
695: 6 14 21 25 26 47  
696: 6 14 19 39 46 47
697: 6 14 17 18 22 47  
698: 6 14 16 35 40 47  
699: 6 13 21 28 31 47
700: 6 13 20 32 42 47  
701: 6 13 19 35 36 47  
702: 6 13 17 30 33 47
703: 6 13 15 34 38 47  
704: 6 12 21 38 46 47  
705: 6 12 19 29 41 47
706: 6 12 13 43 44 47  
707: 6 11 23 31 36 47  
708: 6 11 21 37 42 47
709: 6 11 19 40 44 47  
710: 6 11 18 20 46 47  
711: 6 11 17 41 43 47
712: 6 11 14 28 38 47  
713: 6 11 13 26 39 47  
714: 6 10 27 28 34 47
715: 6 10 22 41 45 47  
716: 6 10 20 38 43 47  
717: 6 10 19 26 31 47
718: 6 10 18 36 37 47  
719: 6 10 17 25 35 47  
720: 6 10 11 15 32 47
721: 6  9 28 30 32 47  
722: 6  9 27 38 41 47  
723: 6  9 26 36 42 47
724: 6  9 22 40 46 47  
725: 6  9 21 29 45 47  
726: 6  9 17 24 39 47
727: 6  8 25 36 43 47  
728: 6  8 24 35 45 47  
729: 6  8 23 39 44 47
730: 6  8 22 31 38 47  
731: 6  8 21 40 41 47  
732: 6  8 18 27 30 47
733: 6  8 16 26 46 47  
734: 6  8 12 33 34 47  
735: 6  8  9 14 15 47
736: 6  7 31 34 35 47  
737: 6  7 29 30 38 47  
738: 6  7 28 40 45 47
739: 6  7 26 37 41 47  
740: 6  7 24 32 33 47  
741: 6  7 22 23 27 47
742: 6  7 17 36 44 47  
743: 6  7 15 42 46 47  
744: 5 15 19 20 22 47
745: 5 15 16 33 45 47  
746: 5 14 20 23 43 47  
747: 5 14 19 26 38 47
748: 5 14 15 35 42 47  
749: 5 13 22 26 28 47  
750: 5 13 20 30 38 47
751: 5 13 18 31 34 47  
752: 5 13 16 37 42 47  
753: 5 12 23 25 31 47
754: 5 12 21 29 40 47  
755: 5 12 17 36 38 47  
756: 5 11 23 24 27 47
757: 5 11 20 32 37 47  
758: 5 11 19 36 45 47  
759: 5 11 17 42 46 47
760: 5 11 16 38 40 47  
761: 5 11 14 30 44 47  
762: 5 11 12 15 18 47
763: 5 10 23 26 39 47  
764: 5 10 22 35 36 47  
765: 5 10 21 25 28 47
766: 5 10 19 43 44 47  
767: 5 10 18 33 38 47  
768: 5 10 16 20 24 47
769: 5 10 15 27 37 47  
770: 5  9 29 35 41 47  
771: 5  9 25 32 34 47
772: 5  9 24 36 43 47  
773: 5  9 21 26 37 47  
774: 5  9 20 40 42 47
775: 5  9 19 31 46 47  
776: 5  9 17 27 28 47  
777: 5  8 29 30 32 47
778: 5  8 22 37 45 47  
779: 5  8 21 43 46 47  
780: 5  8 20 25 44 47
781: 5  8 16 18 23 47  
782: 5  8 14 34 40 47  
783: 5  8 11 28 39 47
784: 5  7 27 38 44 47  
785: 5  7 26 35 40 47  
786: 5  7 24 41 42 47
787: 5  7 23 28 36 47  
788: 5  7 22 32 43 47  
789: 5  7 21 34 39 47
790: 5  7 16 30 46 47  
791: 5  7 14 25 29 47  
792: 5  7 10 31 45 47
793: 5  6 28 41 46 47  
794: 5  6 26 29 34 47  
795: 5  6 25 33 37 47
796: 5  6 23 32 40 47  
797: 5  6 22 42 44 47  
798: 5  6 20 27 39 47
799: 5  6 19 21 30 47  
800: 5  6 18 35 43 47  
801: 5  6 15 24 31 47
802: 5  6 10 13 14 47  
803: 5  6  7  9 12 47  
804: 4 14 18 23 27 47
805: 4 14 17 19 24 47  
806: 4 14 15 31 40 47  
807: 4 13 20 28 44 47
808: 4 13 17 31 36 47  
809: 4 12 20 23 26 47  
810: 4 12 19 22 38 47
811: 4 12 18 34 46 47  
812: 4 12 17 21 30 47  
813: 4 12 13 29 42 47
814: 4 11 21 26 29 47  
815: 4 11 19 25 27 47  
816: 4 11 18 28 36 47
817: 4 11 17 40 45 47  
818: 4 11 16 33 44 47  
819: 4 11 13 41 46 47
820: 4 10 22 25 33 47  
821: 4 10 18 41 43 47  
822: 4 10 16 28 39 47
823: 4 10 11 30 34 47  
824: 4  9 26 27 35 47  
825: 4  9 22 24 42 47
826: 4  9 21 40 43 47  
827: 4  9 19 37 45 47  
828: 4  9 18 31 33 47
829: 4  9 17 38 44 47  
830: 4  9 15 39 41 47  
831: 4  9 14 29 32 47
832: 4  8 28 32 35 47  
833: 4  8 25 34 39 47  
834: 4  8 24 30 44 47
835: 4  8 19 36 46 47  
836: 4  8 18 37 38 47  
837: 4  8 17 22 23 47
838: 4  8 16 29 40 47  
839: 4  8 15 26 33 47  
840: 4  8 13 43 45 47
841: 4  7 26 31 43 47  
842: 4  7 25 32 45 47  
843: 4  7 24 37 46 47
844: 4  7 23 34 40 47  
845: 4  7 22 36 41 47  
846: 4  7 17 39 42 47
847: 4  7 16 20 27 47  
848: 4  7 12 15 44 47  
849: 4  6 24 38 40 47
850: 4  6 23 30 37 47  
851: 4  6 21 35 44 47  
852: 4  6 20 36 45 47
853: 4  6 19 33 43 47  
854: 4  6 18 32 39 47  
855: 4  6 14 34 42 47
856: 4  6 12 25 28 47  
857: 4  6  7  8 11 47  
858: 4  5 28 30 31 47
859: 4  5 25 36 40 47  
860: 4  5 24 33 34 47  
861: 4  5 23 44 45 47
862: 4  5 22 27 46 47  
863: 4  5 17 37 41 47  
864: 4  5 15 29 43 47
865: 4  5 14 16 21 47  
866: 4  5 13 19 39 47  
867: 4  5 10 32 42 47
868: 3 14 16 24 26 47  
869: 3 13 16 36 45 47  
870: 3 12 16 22 29 47
871: 3 12 15 17 20 47  
872: 3 12 14 21 23 47  
873: 3 11 23 25 26 47
874: 3 11 16 32 42 47  
875: 3 11 14 29 40 47  
876: 3 11 13 34 44 47
877: 3 11 12 36 39 47  
878: 3 10 21 29 38 47  
879: 3 10 20 23 27 47
880: 3 10 19 33 36 47  
881: 3 10 17 32 43 47  
882: 3 10 14 25 37 47
883: 3 10 13 31 46 47  
884: 3 10 11 22 24 47  
885: 3  9 25 28 44 47
886: 3  9 21 31 32 47  
887: 3  9 20 22 38 47  
888: 3  9 19 41 42 47
889: 3  9 17 45 46 47  
890: 3  9 15 37 40 47  
891: 3  9 13 24 30 47
892: 3  8 27 28 45 47  
893: 3  8 25 30 38 47  
894: 3  8 24 37 42 47
895: 3  8 18 44 46 47  
896: 3  8 14 39 43 47  
897: 3  8 10 16 41 47
898: 3  7 24 36 38 47  
899: 3  7 23 30 32 47  
900: 3  7 21 35 43 47
901: 3  7 20 33 37 47  
902: 3  7 18 28 42 47  
903: 3  7 17 31 40 47
904: 3  7 15 19 25 47  
905: 3  7 13 29 39 47  
906: 3  7 11 27 41 47
907: 3  6 26 32 35 47  
908: 3  6 23 29 42 47  
909: 3  6 22 37 43 47
910: 3  6 21 24 34 47  
911: 3  6 20 41 44 47  
912: 3  6 19 38 45 47
913: 3  6 18 25 40 47  
914: 3  6 16 31 39 47  
915: 3  6 15 30 36 47
916: 3  5 26 30 42 47  
917: 3  5 24 28 29 47  
918: 3  5 23 37 46 47
919: 3  5 22 31 41 47  
920: 3  5 21 33 44 47  
921: 3  5 20 34 45 47
922: 3  5 19 27 35 47  
923: 3  5 14 32 36 47  
924: 3  5 13 25 43 47
925: 3  5  6  8 17 47  
926: 3  4 26 28 46 47  
927: 3  4 23 35 36 47
928: 3  4 22 30 39 47  
929: 3  4 21 42 45 47  
930: 3  4 19 29 44 47
931: 3  4 18 20 24 47  
