144: 1 9 10 16 25 26 
145: 1 2 6 17 25 26 
146: 1 5 7 18 25 26 
147: 1 13 14 19 25 26 
148: 1 3 12 22 25 26 
149: 1 14 15 19 21 27 
150: 1 5 11 20 21 27 
151: 1 2 6 13 22 27 
152: 1 3 10 20 22 27 
153: 1 6 12 17 23 27 
154: 1 4 8 18 23 27 
155: 1 13 16 19 23 27 
156: 1 2 9 17 24 27 
157: 1 6 10 18 24 27 
158: 1 4 7 19 24 27 
159: 1 3 15 23 24 27 
160: 1 5 10 14 25 27 
161: 1 2 3 18 25 27 
162: 1 9 13 20 25 27 
163: 1 12 16 21 25 27 
164: 1 7 15 22 25 27 
165: 1 7 10 11 26 27 
166: 1 4 14 16 26 27 
167: 1 17 18 19 26 27 
168: 1 2 15 20 26 27 
169: 1 2 17 19 21 28 
170: 1 6 9 19 22 28 
171: 1 5 12 20 22 28 
172: 1 11 18 21 22 28 
173: 1 14 15 17 23 28 
174: 1 5 11 19 23 28 
175: 1 2 6 15 24 28 
176: 1 3 10 19 24 28 
177: 1 13 18 20 24 28 
178: 1 7 9 17 25 28 
179: 1 4 14 18 25 28 
180: 1 11 12 24 25 28 
181: 1 4 8 9 26 28 
182: 1 2 7 16 26 28 
183: 1 3 6 18 26 28 
184: 1 12 14 21 26 28 
185: 1 13 22 23 26 28 
186: 1 8 10 13 27 28 
187: 1 9 12 15 27 28 
188: 1 4 11 17 27 28 
189: 1 5 16 18 27 28 
190: 1 3 7 21 27 28 
191: 1 9 11 18 23 29 
192: 1 10 12 19 23 29 
193: 1 8 11 19 24 29 
194: 1 6 12 20 24 29 
195: 1 9 10 21 24 29 
196: 1 13 14 23 24 29 
197: 1 6 10 15 25 29 
198: 1 5 9 19 25 29 
199: 1 17 20 21 25 29 
200: 1 11 13 22 25 29 
201: 1 7 16 24 25 29 
202: 1 6 8 13 26 29 
203: 1 7 9 14 26 29 
204: 1 4 12 17 26 29 
205: 1 15 16 19 26 29 
206: 1 3 5 20 26 29 
207: 1 3 9 16 27 29 
208: 1 7 13 17 27 29 
209: 1 8 14 20 27 29 
210: 1 2 4 21 27 29 
211: 1 5 22 24 27 29 
212: 1 23 25 26 27 29 
213: 1 10 11 14 28 29 
214: 1 8 12 16 28 29 
215: 1 5 6 17 28 29 
216: 1 7 15 18 28 29 
217: 1 3 4 22 28 29 
218: 1 2 20 23 28 29 
219: 1 12 15 21 23 30 
220: 1 9 14 19 24 30 
221: 1 2 10 19 25 30 
222: 1 3 5 23 25 30 
223: 1 13 16 17 26 30 
224: 1 2 12 18 26 30 
225: 1 6 7 21 26 30 
226: 1 11 20 24 26 30 
227: 1 8 15 25 26 30 
228: 1 2 11 16 27 30 
229: 1 3 8 17 27 30 
230: 1 7 14 18 27 30 
231: 1 5 6 19 27 30 
232: 1 4 12 22 27 30 
233: 1 9 10 23 27 30 
234: 1 4 15 16 28 30 
235: 1 7 8 19 28 30 
236: 1 3 9 20 28 30 
237: 1 6 13 25 28 30 
238: 1 5 10 16 29 30 
239: 1 3 13 18 29 30 
240: 1 2 7 22 29 30 
241: 1 4 6 23 29 30 
242: 1 12 14 25 29 30 
243: 1 16 18 21 23 31 
244: 1 13 15 19 24 31 
245: 1 3 10 21 25 31 
246: 1 9 12 23 25 31 
247: 1 10 13 18 26 31 
248: 1 8 16 20 26 31 
249: 1 4 7 22 26 31 
250: 1 5 17 23 26 31 
251: 1 6 7 16 27 31 
252: 1 2 12 19 27 31 
253: 1 8 9 22 27 31 
254: 1 11 14 23 27 31 
255: 1 21 24 26 27 31 
256: 1 3 16 17 28 31 
257: 1 6 11 20 28 31 
258: 1 4 5 21 28 31 
259: 1 7 10 23 28 31 
260: 1 2 8 25 28 31 
261: 1 5 12 18 29 31 
262: 1 3 14 19 29 31 
263: 1 15 21 22 29 31 
264: 1 2 11 26 29 31 
265: 1 9 13 28 29 31 
266: 1 8 10 14 30 31 
267: 1 3 6 15 30 31 
268: 1 11 17 18 30 31 
269: 1 2 13 20 30 31 
270: 1 7 12 24 30 31 
271: 1 6 19 23 24 32 
272: 1 5 15 24 25 32 
273: 1 8 17 22 26 32 
274: 1 2 9 23 26 32 
275: 1 16 18 24 26 32 
276: 1 4 11 25 26 32 
277: 1 10 15 16 27 32 
278: 1 12 18 20 27 32 
279: 1 5 7 23 27 32 
280: 1 11 13 24 27 32 
281: 1 6 8 25 27 32 
282: 1 10 17 20 28 32 
283: 1 7 14 22 28 32 
284: 1 3 8 23 28 32 
285: 1 16 19 25 28 32 
286: 1 4 10 18 29 32 
287: 1 11 15 20 29 32 
288: 1 7 12 21 29 32 
289: 1 16 17 23 29 32 
290: 1 2 5 17 30 32 
291: 1 6 9 18 30 32 
292: 1 3 4 21 30 32 
293: 1 16 20 22 30 32 
294: 1 26 27 28 30 32 
295: 1 4 13 17 31 32 
296: 1 7 19 20 31 32 
297: 1 8 11 21 31 32 
298: 1 3 5 22 31 32 
299: 1 2 10 24 31 32 
300: 1 6 12 26 31 32 
301: 1 19 22 24 25 33 
302: 1 6 10 19 26 33 
303: 1 16 21 22 26 33 
304: 1 10 17 21 27 33 
305: 1 8 12 24 27 33 
306: 1 3 13 26 27 33 
307: 1 15 20 21 28 33 
308: 1 9 16 24 28 33 
309: 1 2 14 27 28 33 
310: 1 6 16 18 29 33 
311: 1 10 13 20 29 33 
312: 1 3 8 21 29 33 
313: 1 9 12 22 29 33 
314: 1 5 15 18 30 33 
315: 1 4 17 20 30 33 
316: 1 13 14 21 30 33 
317: 1 6 11 22 30 33 
318: 1 7 16 23 30 33 
319: 1 10 12 28 30 33 
320: 1 9 10 15 31 33 
321: 1 11 16 19 31 33 
322: 1 14 18 20 31 33 
323: 1 2 7 21 31 33 
324: 1 6 8 23 31 33 
325: 1 3 4 24 31 33 
326: 1 25 27 30 31 33 
327: 1 5 8 16 32 33 
328: 1 6 7 17 32 33 
329: 1 2 4 19 32 33 
330: 1 11 12 23 32 33 
331: 1 9 14 25 32 33 
332: 1 24 29 30 32 33 
333: 1 18 23 24 25 34 
334: 1 13 18 21 27 34 
335: 1 16 20 24 27 34 
336: 1 6 9 26 27 34 
337: 1 10 16 21 28 34 
338: 1 8 15 22 28 34 
339: 1 17 24 26 28 34 
340: 1 14 17 18 29 34 
341: 1 6 11 21 29 34 
342: 1 5 8 23 29 34 
343: 1 19 27 28 29 34 
344: 1 6 10 17 30 34 
345: 1 8 16 18 30 34 
346: 1 14 15 20 30 34 
347: 1 9 13 22 30 34 
348: 1 4 5 24 30 34 
349: 1 4 6 19 31 34 
350: 1 9 17 20 31 34 
351: 1 11 12 22 31 34 
352: 1 7 13 25 31 34 
353: 1 5 15 27 31 34 
354: 1 3 9 19 32 34 
355: 1 5 6 20 32 34 
356: 1 2 15 21 32 34 
357: 1 4 14 23 32 34 
358: 1 10 12 25 32 34 
359: 1 7 11 30 32 34 
360: 1 18 28 31 32 34 
361: 1 7 12 19 33 34 
362: 1 2 11 20 33 34 
363: 1 5 14 22 33 34 
364: 1 3 10 23 33 34 
365: 1 4 16 25 33 34 
366: 1 5 12 26 27 35 
367: 1 5 8 24 28 35 
368: 1 3 15 25 28 35 
369: 1 18 19 21 29 35 
370: 1 14 16 22 29 35 
371: 1 3 17 24 29 35 
372: 1 2 8 21 30 35 
373: 1 11 13 23 30 35 
374: 1 15 22 24 30 35 
375: 1 4 7 25 30 35 
376: 1 3 10 26 30 35 
377: 1 9 14 21 31 35 
378: 1 6 10 22 31 35 
379: 1 2 4 23 31 35 
380: 1 5 11 25 31 35 
381: 1 19 26 28 31 35 
382: 1 7 8 29 31 35 
383: 1 10 13 19 32 35 
384: 1 2 14 20 32 35 
385: 1 4 9 24 32 35 
386: 1 21 23 25 32 35 
387: 1 7 15 26 32 35 
388: 1 9 13 17 33 35 
389: 1 8 15 19 33 35 
390: 1 3 6 20 33 35 
391: 1 4 12 21 33 35 
392: 1 7 11 24 33 35 
393: 1 18 23 26 33 35 
394: 1 2 5 29 33 35 
395: 1 22 27 32 33 35 
396: 1 5 7 16 34 35 
397: 1 11 14 19 34 35 
398: 1 3 18 22 34 35 
399: 1 12 20 23 34 35 
400: 1 2 13 24 34 35 
401: 1 8 9 25 34 35 
402: 1 4 10 27 34 35 
403: 1 21 23 24 28 36 
404: 1 5 15 26 28 36 
405: 1 18 20 22 29 36 
406: 1 11 12 27 29 36 
407: 1 4 18 19 30 36 
408: 1 5 8 22 30 36 
409: 1 9 11 25 30 36 
410: 1 13 15 27 30 36 
411: 1 13 14 22 31 36 
412: 1 5 6 24 31 36 
413: 1 15 20 25 31 36 
414: 1 3 9 26 31 36 
415: 1 4 16 29 31 36 
416: 1 3 17 18 32 36 
417: 1 13 20 21 32 36 
418: 1 9 10 22 32 36 
419: 1 12 14 24 32 36 
420: 1 2 7 25 32 36 
421: 1 4 6 28 32 36 
422: 1 23 30 31 32 36 
423: 1 8 9 18 33 36 
424: 1 12 16 20 33 36 
425: 1 3 7 22 33 36 
426: 1 5 13 23 33 36 
427: 1 6 21 25 33 36 
428: 1 11 14 26 33 36 
429: 1 15 17 29 33 36 
430: 1 11 15 16 34 36 
431: 1 5 10 18 34 36 
432: 1 13 17 19 34 36 
433: 1 3 4 20 34 36 
434: 1 7 14 21 34 36 
435: 1 2 6 23 34 36 
436: 1 8 12 26 34 36 
437: 1 8 13 16 35 36 
438: 1 10 11 20 35 36 
439: 1 17 21 22 35 36 
440: 1 3 14 23 35 36 
441: 1 24 25 26 35 36 
442: 1 7 9 27 35 36 
443: 1 2 12 28 35 36 
444: 1 29 30 34 35 36 
445: 1 20 25 26 28 37 
446: 1 2 18 24 29 37 
447: 1 10 21 22 30 37 
448: 1 17 19 23 30 37 
449: 1 6 8 24 30 37 
450: 1 5 14 26 30 37 
451: 1 9 15 29 30 37 
452: 1 9 18 19 31 37 
453: 1 14 16 24 31 37 
454: 1 4 20 27 31 37 
455: 1 10 17 29 31 37 
456: 1 12 13 22 32 37 
457: 1 3 7 24 32 37 
458: 1 14 17 27 32 37 
459: 1 5 9 28 32 37 
460: 1 2 8 22 33 37 
461: 1 4 9 23 33 37 
462: 1 5 10 24 33 37 
463: 1 3 11 25 33 37 
464: 1 12 15 26 33 37 
465: 1 7 13 28 33 37 
466: 1 18 21 32 33 37 
467: 1 5 12 21 34 37 
468: 1 7 17 22 34 37 
469: 1 13 15 23 34 37 
470: 1 9 11 24 34 37 
471: 1 2 14 25 34 37 
472: 1 3 16 26 34 37 
473: 1 16 17 18 35 37 
474: 1 5 13 20 35 37 
475: 1 6 15 21 35 37 
476: 1 12 19 24 35 37 
477: 1 8 11 26 35 37 
478: 1 23 27 28 35 37 
479: 1 31 33 34 35 37 
480: 1 8 17 20 36 37 
481: 1 2 16 21 36 37 
482: 1 7 11 23 36 37 
483: 1 4 13 24 36 37 
484: 1 6 22 26 36 37 
485: 1 3 5 27 36 37 
486: 1 14 19 28 36 37 
487: 1 14 22 23 30 38 
488: 1 17 21 24 30 38 
489: 1 18 20 25 30 38 
490: 1 20 22 24 31 38 
491: 1 14 17 25 31 38 
492: 1 4 9 30 31 38 
493: 1 11 17 19 32 38 
494: 1 6 15 22 32 38 
495: 1 3 13 25 32 38 
496: 1 10 21 26 32 38 
497: 1 2 8 29 32 38 
498: 1 4 13 22 33 38 
499: 1 6 14 24 33 38 
500: 1 7 8 25 33 38 
501: 1 5 9 27 33 38 
502: 1 17 18 28 33 38 
503: 1 2 3 30 33 38 
504: 1 15 18 19 34 38 
505: 1 3 8 24 34 38 
506: 1 2 4 26 34 38 
507: 1 12 14 27 34 38 
508: 1 6 7 28 34 38 
509: 1 13 16 29 34 38 
510: 1 15 16 20 35 38 
511: 1 7 13 21 35 38 
512: 1 8 12 22 35 38 
513: 1 6 9 23 35 38 
514: 1 3 11 27 35 38 
515: 1 5 18 32 35 38 
516: 1 10 16 17 36 38 
517: 1 2 19 20 36 38 
518: 1 4 15 21 36 38 
519: 1 7 18 24 36 38 
520: 1 5 12 25 36 38 
521: 1 8 11 28 36 38 
522: 1 3 6 29 36 38 
523: 1 32 33 34 36 38 
524: 1 6 13 19 37 38 
525: 1 3 9 21 37 38 
526: 1 5 11 22 37 38 
527: 1 2 10 23 37 38 
528: 1 8 15 27 37 38 
529: 1 4 12 28 37 38 
530: 1 7 20 29 37 38 
531: 1 2 23 24 30 39 
532: 1 19 22 26 30 39 
533: 1 21 28 29 30 39 
534: 1 6 18 25 31 39 
535: 1 14 15 26 31 39 
536: 1 14 18 19 32 39 
537: 1 9 21 27 32 39 
538: 1 2 11 28 32 39 
539: 1 5 13 29 32 39 
540: 1 8 12 30 32 39 
541: 1 2 12 25 33 39 
542: 1 4 5 26 33 39 
543: 1 6 15 27 33 39 
544: 1 17 22 31 33 39 
545: 1 10 14 24 34 39 
546: 1 3 17 25 34 39 
547: 1 11 13 26 34 39 
548: 1 2 7 27 34 39 
549: 1 9 23 28 34 39 
550: 1 4 15 29 34 39 
551: 1 3 16 21 35 39 
552: 1 10 15 23 35 39 
553: 1 19 20 25 35 39 
554: 1 13 14 27 35 39 
555: 1 5 9 30 35 39 
556: 1 9 14 17 36 39 
557: 1 12 18 21 36 39 
558: 1 2 4 22 36 39 
559: 1 8 10 25 36 39 
560: 1 7 20 26 36 39 
561: 1 3 13 28 36 39 
562: 1 6 16 30 36 39 
563: 1 3 15 20 37 39 
564: 1 8 14 21 37 39 
565: 1 5 18 23 37 39 
566: 1 13 16 25 37 39 
567: 1 10 12 27 37 39 
568: 1 22 24 28 37 39 
569: 1 4 11 30 37 39 
570: 1 19 29 33 37 39 
571: 1 32 35 36 37 39 
572: 1 9 13 18 38 39 
573: 1 5 17 20 38 39 
574: 1 7 16 22 38 39 
575: 1 3 12 23 38 39 
576: 1 11 15 24 38 39 
577: 1 4 25 27 38 39 
578: 1 8 19 31 38 39 
579: 1 26 29 35 38 39 
580: 1 17 22 28 30 40 
581: 1 19 20 29 30 40 
582: 1 13 15 28 32 40 
583: 1 6 14 29 32 40 
584: 1 9 16 31 32 40 
585: 1 20 23 24 33 40 
586: 1 5 17 25 33 40 
587: 1 11 18 27 33 40 
588: 1 4 7 29 33 40 
589: 1 9 26 30 33 40 
590: 1 12 13 31 33 40 
591: 1 7 15 24 34 40 
592: 1 20 22 25 34 40 
593: 1 21 23 26 34 40 
594: 1 2 3 28 34 40 
595: 1 7 19 22 35 40 
596: 1 8 17 23 35 40 
597: 1 10 16 24 35 40 
598: 1 6 12 25 35 40 
599: 1 4 13 26 35 40 
600: 1 9 11 28 35 40 
601: 1 15 27 29 35 40 
602: 1 10 19 21 36 40 
603: 1 2 8 24 36 40 
604: 1 13 18 25 36 40 
605: 1 6 20 27 36 40 
606: 1 3 12 30 36 40 
607: 1 7 17 31 36 40 
608: 1 5 11 32 36 40 
609: 1 13 17 21 37 40 
610: 1 4 16 22 37 40 
611: 1 3 6 23 37 40 
612: 1 7 10 25 37 40 
613: 1 2 19 26 37 40 
614: 1 8 18 28 37 40 
615: 1 11 15 31 37 40 
616: 1 27 30 34 37 40 
617: 1 4 11 20 38 40 
618: 1 9 12 24 38 40 
619: 1 19 23 25 38 40 
620: 1 5 6 26 38 40 
621: 1 21 22 27 38 40 
622: 1 14 16 28 38 40 
623: 1 8 13 30 38 40 
624: 1 2 18 31 38 40 
625: 1 2 10 20 39 40 
626: 1 4 6 21 39 40 
627: 1 3 8 22 39 40 
628: 1 17 19 24 39 40 
629: 1 11 14 25 39 40 
630: 1 12 16 26 39 40 
631: 1 5 7 28 39 40 
632: 1 23 29 31 39 40 
633: 1 18 23 28 30 41 
634: 1 19 21 30 31 41 
635: 1 19 22 29 32 41 
636: 1 13 15 25 33 41 
637: 1 7 20 27 33 41 
638: 1 3 5 28 33 41 
639: 1 8 11 27 34 41 
640: 1 4 13 28 34 41 
641: 1 3 7 29 34 41 
642: 1 2 16 31 34 41 
643: 1 9 21 33 34 41 
644: 1 20 21 24 35 41 
645: 1 2 22 25 35 41 
646: 1 6 14 26 35 41 
647: 1 4 11 29 35 41 
648: 1 12 16 30 35 41 
649: 1 3 13 31 35 41 
650: 1 15 17 34 35 41 
651: 1 8 15 23 36 41 
652: 1 3 19 25 36 41 
653: 1 2 13 26 36 41 
654: 1 16 22 27 36 41 
655: 1 5 14 29 36 41 
656: 1 7 10 30 36 41 
657: 1 16 19 20 37 41 
658: 1 15 18 22 37 41 
659: 1 12 14 23 37 41 
660: 1 4 5 25 37 41 
661: 1 9 17 26 37 41 
662: 1 6 10 28 37 41 
663: 1 6 12 21 38 41 
664: 1 5 23 24 38 41 
665: 1 10 11 25 38 41 
666: 1 8 18 26 38 41 
667: 1 2 9 28 38 41 
668: 1 27 29 30 38 41 
669: 1 7 15 31 38 41 
670: 1 4 16 32 38 41 
671: 1 7 17 18 39 41 
672: 1 9 11 20 39 41 
673: 1 5 15 21 39 41 
674: 1 6 13 23 39 41 
675: 1 4 8 24 39 41 
676: 1 12 19 28 39 41 
677: 1 3 14 30 39 41 
678: 1 10 16 33 39 41 
679: 1 34 37 38 39 41 
680: 1 11 16 21 40 41 
681: 1 2 7 23 40 41 
682: 1 22 24 26 40 41 
683: 1 3 4 27 40 41 
684: 1 8 9 29 40 41 
685: 1 5 10 31 40 41 
686: 1 12 17 32 40 41 
687: 1 14 19 33 40 41 
688: 1 6 18 34 40 41 
689: 1 35 36 38 40 41 
690: 1 15 19 30 32 42 
691: 1 25 29 31 32 42 
692: 1 23 25 28 33 42 
693: 1 20 26 32 33 42 
694: 1 19 21 24 34 42 
695: 1 22 23 27 34 42 
696: 1 2 9 29 34 42 
697: 1 26 30 31 34 42 
698: 1 8 13 32 34 42 
699: 1 17 20 27 35 42 
700: 1 6 16 28 35 42 
701: 1 12 13 29 35 42 
702: 1 15 18 31 35 42 
703: 1 10 14 33 35 42 
704: 1 2 10 27 36 42 
705: 1 7 19 29 36 42 
706: 1 4 5 35 36 42 
707: 1 12 17 25 37 42 
708: 1 6 11 27 37 42 
709: 1 4 8 29 37 42 
710: 1 2 28 30 37 42 
711: 1 5 7 31 37 42 
712: 1 10 20 34 37 42 
713: 1 9 22 35 37 42 
714: 1 14 20 21 38 42 
715: 1 3 7 26 38 42 
716: 1 5 10 28 38 42 
717: 1 17 22 29 38 42 
718: 1 11 12 30 38 42 
719: 1 13 23 31 38 42 
720: 1 16 33 37 38 42 
721: 1 16 18 20 39 42 
722: 1 7 10 21 39 42 
723: 1 6 12 22 39 42 
724: 1 2 8 26 39 42 
725: 1 3 19 27 39 42 
726: 1 9 24 31 39 42 
727: 1 5 12 23 40 42 
728: 1 3 13 24 40 42 
729: 1 4 9 25 40 42 
730: 1 10 17 26 40 42 
731: 1 7 8 27 40 42 
732: 1 18 21 30 40 42 
733: 1 2 22 32 40 42 
734: 1 14 15 36 40 42 
735: 1 33 34 39 40 42 
736: 1 13 14 17 41 42 
737: 1 10 18 19 41 42 
738: 1 3 8 20 41 42 
739: 1 7 11 22 41 42 
740: 1 15 16 24 41 42 
741: 1 21 25 26 41 42 
742: 1 4 12 31 41 42 
743: 1 2 6 33 41 42 
744: 1 26 28 29 33 43 
745: 1 3 15 32 33 43 
746: 1 5 25 28 34 43 
747: 1 10 22 29 34 43 
748: 1 6 13 33 34 43 
749: 1 20 22 26 35 43 
750: 1 10 18 28 35 43 
751: 1 14 17 30 35 43 
752: 1 6 11 32 35 43 
753: 1 17 23 25 36 43 
754: 1 8 19 27 36 43 
755: 1 10 12 31 36 43 
756: 1 21 24 25 37 43 
757: 1 11 16 28 37 43 
758: 1 3 12 29 37 43 
759: 1 2 6 31 37 43 
760: 1 8 10 32 37 43 
761: 1 4 18 34 37 43 
762: 1 30 33 36 37 43 
763: 1 9 22 25 38 43 
764: 1 12 13 26 38 43 
765: 1 20 23 27 38 43 
766: 1 4 5 29 38 43 
767: 1 10 15 30 38 43 
768: 1 24 28 32 38 43 
769: 1 11 21 33 38 43 
770: 1 7 13 19 39 43 
771: 1 14 16 23 39 43 
772: 1 5 12 24 39 43 
773: 1 11 22 27 39 43 
774: 1 6 8 28 39 43 
775: 1 2 17 29 39 43 
776: 1 20 21 31 39 43 
777: 1 16 18 19 40 43 
778: 1 3 11 26 40 43 
779: 1 2 5 27 40 43 
780: 1 4 23 28 40 43 
781: 1 25 30 32 40 43 
782: 1 8 14 34 40 43 
783: 1 9 20 37 40 43 
784: 1 4 10 21 41 43 
785: 1 8 13 22 41 43 
786: 1 6 7 24 41 43 
787: 1 12 20 25 41 43 
788: 1 5 16 26 41 43 
789: 1 9 14 27 41 43 
790: 1 2 18 32 41 43 
791: 1 19 23 34 41 43 
792: 1 3 17 38 41 43 
793: 1 2 7 20 42 43 
794: 1 14 19 22 42 43 
795: 1 11 15 23 42 43 
796: 1 8 16 25 42 43 
797: 1 4 6 26 42 43 
798: 1 9 21 28 42 43 
799: 1 18 27 29 42 43 
800: 1 5 13 30 42 43 
801: 1 17 24 33 42 43 
802: 1 34 35 38 42 43 
803: 1 36 39 41 42 43 
804: 1 21 25 30 34 44 
805: 1 24 29 31 34 44 
806: 1 8 17 33 34 44 
807: 1 4 20 28 35 44 
808: 1 12 17 31 35 44 
809: 1 22 25 28 36 44 
810: 1 10 26 29 36 44 
811: 1 2 14 30 36 44 
812: 1 18 27 31 36 44 
813: 1 6 19 35 36 44 
814: 1 19 22 27 37 44 
815: 1 21 23 29 37 44 
816: 1 12 20 30 37 44 
817: 1 3 8 31 37 44 
818: 1 4 15 32 37 44 
819: 1 2 7 35 37 44 
820: 1 15 23 26 38 44 
821: 1 5 7 30 38 44 
822: 1 9 20 32 38 44 
823: 1 14 18 37 38 44 
824: 1 13 21 22 39 44 
825: 1 6 24 26 39 44 
826: 1 5 8 27 39 44 
827: 1 3 11 29 39 44 
828: 1 15 17 30 39 44 
829: 1 4 10 31 39 44 
830: 1 7 9 33 39 44 
831: 1 16 19 34 39 44 
832: 1 13 16 20 40 44 
833: 1 9 14 23 40 44 
834: 1 4 18 24 40 44 
835: 1 2 12 29 40 44 
836: 1 10 11 30 40 44 
837: 1 25 26 31 40 44 
838: 1 8 19 32 40 44 
839: 1 15 22 33 40 44 
840: 1 3 5 35 40 44 
841: 1 5 17 22 41 44 
842: 1 3 16 23 41 44 
843: 1 2 11 24 41 44 
844: 1 8 14 25 41 44 
845: 1 7 12 26 41 44 
846: 1 6 9 31 41 44 
847: 1 21 28 32 41 44 
848: 1 4 33 36 41 44 
849: 1 8 10 24 42 44 
850: 1 11 18 25 42 44 
851: 1 4 13 27 42 44 
852: 1 3 12 28 42 44 
853: 1 5 15 29 42 44 
854: 1 9 16 30 42 44 
855: 1 6 14 34 42 44 
856: 1 20 23 36 42 44 
857: 1 37 40 41 42 44 
858: 1 17 18 20 43 44 
859: 1 8 12 23 43 44 
860: 1 14 15 24 43 44 
861: 1 3 4 25 43 44 
862: 1 2 21 26 43 44 
863: 1 7 11 31 43 44 
864: 1 5 19 33 43 44 
865: 1 27 32 34 43 44 
866: 1 9 29 35 43 44 
867: 1 6 16 38 43 44 
868: 1 22 24 32 34 45 
869: 1 3 12 32 35 45 
870: 1 19 26 32 36 45 
871: 1 28 31 33 36 45 
872: 1 25 27 34 36 45 
873: 1 22 23 25 37 45 
874: 1 6 16 32 37 45 
875: 1 8 19 34 37 45 
